id,label,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13
0,1,50.000000000000000,0E-15,23686.000000000000000,1.000000000000000,10.000000000000000,0E-15,8.000000000000000,4.000000000000000,0E-15,0E-15,0E-15,0E-15,35.000000000000000,0E-15
1,1,47.000000000000000,0E-15,158451.000000000000000,10.000000000000000,14.000000000000000,0E-15,5.000000000000000,0E-15,0E-15,0E-15,0E-15,0E-15,2.000000000000000,0E-15
2,1,40.000000000000000,4.000000000000000,197012.000000000000000,0E-15,13.000000000000000,1.000000000000000,0E-15,3.000000000000000,0E-15,0E-15,8614.000000000000000,0E-15,40.000000000000000,2.000000000000000
3,1,30.000000000000000,0E-15,169583.000000000000000,0E-15,13.000000000000000,6.000000000000000,4.000000000000000,0E-15,0E-15,0E-15,0E-15,0E-15,40.000000000000000,0E-15
4,1,38.000000000000000,5.000000000000000,343642.000000000000000,3.000000000000000,9.000000000000000,0E-15,5.000000000000000,0E-15,0E-15,0E-15,0E-15,0E-15,40.000000000000000,0E-15
5,1,43.000000000000000,0E-15,116852.000000000000000,3.000000000000000,9.000000000000000,0E-15,4.000000000000000,0E-15,0E-15,0E-15,0E-15,0E-15,36.000000000000000,21.000000000000000
6,1,30.000000000000000,0E-15,101345.000000000000000,0E-15,13.000000000000000,0E-15,3.000000000000000,0E-15,0E-15,0E-15,3103.000000000000000,0E-15,55.000000000000000,0E-15
7,1,29.000000000000000,0E-15,126060.000000000000000,3.000000000000000,9.000000000000000,0E-15,3.000000000000000,0E-15,0E-15,0E-15,0E-15,0E-15,40.000000000000000,0E-15
8,1,45.000000000000000,0E-15,145637.000000000000000,6.000000000000000,11.000000000000000,2.000000000000000,3.000000000000000,3.000000000000000,0E-15,0E-15,14344.000000000000000,0E-15,48.000000000000000,0E-15
9,1,38.000000000000000,0E-15,186325.000000000000000,1.000000000000000,10.000000000000000,0E-15,4.000000000000000,0E-15,0E-15,0E-15,0E-15,0E-15,38.000000000000000,0E-15
10,1,64.000000000000000,0E-15,101077.000000000000000,4.000000000000000,15.000000000000000,4.000000000000000,5.000000000000000,3.000000000000000,0E-15,0E-15,0E-15,2444.000000000000000,40.000000000000000,0E-15
11,1,38.000000000000000,0E-15,237608.000000000000000,0E-15,13.000000000000000,2.000000000000000,3.000000000000000,3.000000000000000,0E-15,0E-15,0E-15,2444.000000000000000,45.000000000000000,0E-15
12,1,36.000000000000000,1.000000000000000,20333.000000000000000,3.000000000000000,9.000000000000000,0E-15,3.000000000000000,0E-15,0E-15,0E-15,7688.000000000000000,0E-15,40.000000000000000,0E-15
13,1,32.000000000000000,0E-15,355700.000000000000000,4.000000000000000,15.000000000000000,6.000000000000000,5.000000000000000,0E-15,0E-15,0E-15,99999.000000000000000,0E-15,60.000000000000000,0E-15
14,1,24.000000000000000,1.000000000000000,31606.000000000000000,0E-15,13.000000000000000,0E-15,5.000000000000000,4.000000000000000,0E-15,0E-15,0E-15,0E-15,20.000000000000000,0E-15
15,1,63.000000000000000,0E-15,150389.000000000000000,0E-15,13.000000000000000,4.000000000000000,0E-15,3.000000000000000,0E-15,0E-15,0E-15,0E-15,40.000000000000000,0E-15
16,1,42.000000000000000,0E-15,331651.000000000000000,10.000000000000000,14.000000000000000,2.000000000000000,5.000000000000000,3.000000000000000,0E-15,0E-15,8614.000000000000000,0E-15,50.000000000000000,0E-15
17,1,57.000000000000000,5.000000000000000,222792.000000000000000,1.000000000000000,10.000000000000000,0E-15,8.000000000000000,0E-15,0E-15,0E-15,0E-15,0E-15,40.000000000000000,0E-15
18,1,34.000000000000000,3.000000000000000,96483.000000000000000,5.000000000000000,12.000000000000000,2.000000000000000,0E-15,3.000000000000000,1.000000000000000,0E-15,0E-15,0E-15,60.000000000000000,0E-15
19,1,37.000000000000000,0E-15,60722.000000000000000,1.000000000000000,10.000000000000000,1.000000000000000,4.000000000000000,3.000000000000000,1.000000000000000,0E-15,0E-15,0E-15,40.000000000000000,8.000000000000000
20,1,47.000000000000000,0E-15,177858.000000000000000,0E-15,13.000000000000000,5.000000000000000,4.000000000000000,3.000000000000000,0E-15,0E-15,27828.000000000000000,0E-15,60.000000000000000,0E-15
21,1,40.000000000000000,0E-15,124747.000000000000000,3.000000000000000,9.000000000000000,0E-15,1.000000000000000,0E-15,0E-15,0E-15,7298.000000000000000,0E-15,40.000000000000000,0E-15
22,1,27.000000000000000,0E-15,300783.000000000000000,1.000000000000000,10.000000000000000,0E-15,3.000000000000000,0E-15,0E-15,0E-15,0E-15,0E-15,42.000000000000000,0E-15
23,1,35.000000000000000,0E-15,99357.000000000000000,0E-15,13.000000000000000,0E-15,4.000000000000000,0E-15,0E-15,0E-15,0E-15,1977.000000000000000,30.000000000000000,0E-15
24,1,37.000000000000000,0E-15,32709.000000000000000,0E-15,13.000000000000000,0E-15,0E-15,0E-15,0E-15,0E-15,0E-15,0E-15,40.000000000000000,0E-15
25,1,40.000000000000000,0E-15,171888.000000000000000,0E-15,13.000000000000000,0E-15,5.000000000000000,0E-15,0E-15,0E-15,0E-15,0E-15,24.000000000000000,0E-15
26,1,42.000000000000000,5.000000000000000,333530.000000000000000,1.000000000000000,10.000000000000000,0E-15,4.000000000000000,0E-15,0E-15,0E-15,0E-15,0E-15,40.000000000000000,0E-15
27,1,31.000000000000000,0E-15,85077.000000000000000,0E-15,13.000000000000000,0E-15,0E-15,0E-15,0E-15,0E-15,0E-15,1902.000000000000000,20.000000000000000,0E-15
28,1,27.000000000000000,0E-15,369188.000000000000000,0E-15,13.000000000000000,0E-15,5.000000000000000,0E-15,0E-15,0E-15,0E-15,0E-15,90.000000000000000,0E-15
29,1,64.000000000000000,5.000000000000000,264544.000000000000000,10.000000000000000,14.000000000000000,0E-15,5.000000000000000,0E-15,0E-15,0E-15,0E-15,0E-15,5.000000000000000,0E-15
30,1,43.000000000000000,4.000000000000000,216070.000000000000000,10.000000000000000,14.000000000000000,0E-15,4.000000000000000,0E-15,2.000000000000000,0E-15,0E-15,0E-15,50.000000000000000,0E-15
31,1,58.000000000000000,0E-15,204678.000000000000000,0E-15,13.000000000000000,0E-15,0E-15,0E-15,0E-15,0E-15,0E-15,0E-15,40.000000000000000,0E-15
32,1,29.000000000000000,0E-15,233168.000000000000000,0E-15,13.000000000000000,0E-15,5.000000000000000,0E-15,0E-15,0E-15,0E-15,0E-15,46.000000000000000,0E-15
33,1,41.000000000000000,0E-15,172712.000000000000000,0E-15,13.000000000000000,1.000000000000000,0E-15,5.000000000000000,0E-15,0E-15,0E-15,0E-15,40.000000000000000,0E-15
34,1,33.000000000000000,4.000000000000000,198183.000000000000000,0E-15,13.000000000000000,2.000000000000000,5.000000000000000,3.000000000000000,0E-15,0E-15,0E-15,0E-15,50.000000000000000,0E-15
35,1,38.000000000000000,0E-15,133963.000000000000000,0E-15,13.000000000000000,1.000000000000000,5.000000000000000,3.000000000000000,0E-15,0E-15,0E-15,0E-15,50.000000000000000,0E-15
36,1,37.000000000000000,0E-15,53232.000000000000000,4.000000000000000,15.000000000000000,2.000000000000000,5.000000000000000,3.000000000000000,1.000000000000000,0E-15,0E-15,0E-15,55.000000000000000,0E-15
37,1,75.000000000000000,1.000000000000000,157778.000000000000000,6.000000000000000,11.000000000000000,1.000000000000000,5.000000000000000,3.000000000000000,0E-15,0E-15,15831.000000000000000,0E-15,50.000000000000000,0E-15
38,1,29.000000000000000,3.000000000000000,184723.000000000000000,1.000000000000000,10.000000000000000,2.000000000000000,2.000000000000000,3.000000000000000,0E-15,0E-15,0E-15,0E-15,40.000000000000000,0E-15
